#Set,index,k,QQ,x_b,t,phi_x,F,sigmaF,varF,F1,F2
36.0,16.0,4.487,2.71,0.483,-0.34812,247.5,0.02016,0.0022,0.10908,0.5098,0.73233
36.0,17.0,4.487,2.71,0.483,-0.34812,262.5,0.02335,0.00233,0.09968,0.5098,0.73233
36.0,18.0,4.487,2.71,0.483,-0.34812,277.5,0.02211,0.00242,0.10946,0.5098,0.73233
36.0,19.0,4.487,2.71,0.483,-0.34812,292.5,0.02401,0.00252,0.1048,0.5098,0.73233
36.0,20.0,4.487,2.71,0.483,-0.34812,307.5,0.02835,0.00264,0.09322,0.5098,0.73233
36.0,21.0,4.487,2.71,0.483,-0.34812,322.5,0.02754,0.00273,0.09911,0.5098,0.73233
36.0,22.0,4.487,2.71,0.483,-0.34812,337.5,0.02854,0.00284,0.09942,0.5098,0.73233
36.0,23.0,4.487,2.71,0.483,-0.34812,352.5,0.02629,0.00282,0.10735,0.5098,0.73233
37.0,0.0,4.487,2.71,0.483,-0.39062,7.5,0.02549,0.00358,0.14061,0.47918,0.67223
37.0,1.0,4.487,2.71,0.483,-0.39062,22.5,0.0275,0.00337,0.12254,0.47918,0.67223
37.0,2.0,4.487,2.71,0.483,-0.39062,37.5,0.0257,0.00292,0.11375,0.47918,0.67223
37.0,3.0,4.487,2.71,0.483,-0.39062,52.5,0.02224,0.00259,0.11635,0.47918,0.67223
37.0,4.0,4.487,2.71,0.483,-0.39062,67.5,0.02092,0.00229,0.1094,0.47918,0.67223
37.0,5.0,4.487,2.71,0.483,-0.39062,82.5,0.02043,0.00219,0.1072,0.47918,0.67223
37.0,6.0,4.487,2.71,0.483,-0.39062,97.5,0.01553,0.00205,0.1323,0.47918,0.67223
37.0,7.0,4.487,2.71,0.483,-0.39062,112.5,0.01764,0.00214,0.12135,0.47918,0.67223
37.0,8.0,4.487,2.71,0.483,-0.39062,127.5,0.01629,0.00187,0.11463,0.47918,0.67223
37.0,9.0,4.487,2.71,0.483,-0.39062,142.5,0.01423,0.00181,0.12708,0.47918,0.67223
37.0,10.0,4.487,2.71,0.483,-0.39062,157.5,0.0143,0.00188,0.13176,0.47918,0.67223
37.0,11.0,4.487,2.71,0.483,-0.39062,172.5,0.01194,0.0018,0.15052,0.47918,0.67223
37.0,12.0,4.487,2.71,0.483,-0.39062,187.5,0.01639,0.00198,0.12056,0.47918,0.67223
37.0,13.0,4.487,2.71,0.483,-0.39062,202.5,0.01862,0.0021,0.11272,0.47918,0.67223
37.0,14.0,4.487,2.71,0.483,-0.39062,217.5,0.01804,0.00199,0.11053,0.47918,0.67223
37.0,15.0,4.487,2.71,0.483,-0.39062,232.5,0.01375,0.00198,0.14436,0.47918,0.67223
37.0,16.0,4.487,2.71,0.483,-0.39062,247.5,0.0154,0.00205,0.13335,0.47918,0.67223
37.0,17.0,4.487,2.71,0.483,-0.39062,262.5,0.02347,0.00231,0.09843,0.47918,0.67223
37.0,18.0,4.487,2.71,0.483,-0.39062,277.5,0.02409,0.00251,0.10409,0.47918,0.67223
37.0,19.0,4.487,2.71,0.483,-0.39062,292.5,0.0208,0.00248,0.11923,0.47918,0.67223
37.0,20.0,4.487,2.71,0.483,-0.39062,307.5,0.02711,0.00272,0.10049,0.47918,0.67223
37.0,21.0,4.487,2.71,0.483,-0.39062,322.5,0.02834,0.00305,0.10752,0.47918,0.67223
37.0,22.0,4.487,2.71,0.483,-0.39062,337.5,0.0248,0.00321,0.12944,0.47918,0.67223
37.0,23.0,4.487,2.71,0.483,-0.39062,352.5,0.02869,0.00353,0.12316,0.47918,0.67223
38.0,0.0,4.487,2.71,0.484,-0.43499,7.5,0.03079,0.00651,0.2113,0.45039,0.61703
38.0,1.0,4.487,2.71,0.484,-0.43499,22.5,0.03101,0.0048,0.15467,0.45039,0.61703
38.0,2.0,4.487,2.71,0.484,-0.43499,37.5,0.0236,0.00356,0.15073,0.45039,0.61703
38.0,3.0,4.487,2.71,0.484,-0.43499,52.5,0.02093,0.00271,0.12947,0.45039,0.61703
38.0,4.0,4.487,2.71,0.484,-0.43499,67.5,0.02138,0.0024,0.11227,0.45039,0.61703
38.0,5.0,4.487,2.71,0.484,-0.43499,82.5,0.01827,0.00221,0.1211,0.45039,0.61703
38.0,6.0,4.487,2.71,0.484,-0.43499,97.5,0.0122,0.00206,0.16918,0.45039,0.61703
38.0,7.0,4.487,2.71,0.484,-0.43499,112.5,0.01726,0.00197,0.1141,0.45039,0.61703
38.0,8.0,4.487,2.71,0.484,-0.43499,127.5,0.01321,0.00178,0.13462,0.45039,0.61703
38.0,9.0,4.487,2.71,0.484,-0.43499,142.5,0.0119,0.00175,0.14671,0.45039,0.61703
38.0,10.0,4.487,2.71,0.484,-0.43499,157.5,0.01558,0.00205,0.13183,0.45039,0.61703
38.0,11.0,4.487,2.71,0.484,-0.43499,172.5,0.01149,0.00194,0.16892,0.45039,0.61703
38.0,12.0,4.487,2.71,0.484,-0.43499,187.5,0.01407,0.00209,0.14838,0.45039,0.61703
38.0,13.0,4.487,2.71,0.484,-0.43499,202.5,0.01506,0.00205,0.13627,0.45039,0.61703
38.0,14.0,4.487,2.71,0.484,-0.43499,217.5,0.01409,0.00205,0.14531,0.45039,0.61703
38.0,15.0,4.487,2.71,0.484,-0.43499,232.5,0.01805,0.0021,0.11661,0.45039,0.61703
38.0,16.0,4.487,2.71,0.484,-0.43499,247.5,0.01567,0.0022,0.14017,0.45039,0.61703
38.0,17.0,4.487,2.71,0.484,-0.43499,262.5,0.01838,0.0023,0.1249,0.45039,0.61703
38.0,18.0,4.487,2.71,0.484,-0.43499,277.5,0.01734,0.00236,0.13599,0.45039,0.61703
38.0,19.0,4.487,2.71,0.484,-0.43499,292.5,0.0239,0.0029,0.12119,0.45039,0.61703
38.0,20.0,4.487,2.71,0.484,-0.43499,307.5,0.01972,0.00297,0.15081,0.45039,0.61703
38.0,21.0,4.487,2.71,0.484,-0.43499,322.5,0.02542,0.00401,0.15793,0.45039,0.61703
38.0,22.0,4.487,2.71,0.484,-0.43499,337.5,0.02301,0.00479,0.20815,0.45039,0.61703
38.0,23.0,4.487,2.71,0.484,-0.43499,352.5,0.03108,0.00602,0.19385,0.45039,0.61703
39.0,0.0,4.487,2.71,0.485,-0.47967,7.5,0.00758,0.0173,2.28052,0.4242,0.56802
39.0,1.0,4.487,2.71,0.485,-0.47967,22.5,0.04246,0.01006,0.23686,0.4242,0.56802
39.0,2.0,4.487,2.71,0.485,-0.47967,37.5,0.01271,0.0044,0.34594,0.4242,0.56802
39.0,3.0,4.487,2.71,0.485,-0.47967,52.5,0.01936,0.00302,0.15578,0.4242,0.56802
39.0,4.0,4.487,2.71,0.485,-0.47967,67.5,0.01545,0.00245,0.15833,0.4242,0.56802
39.0,5.0,4.487,2.71,0.485,-0.47967,82.5,0.01916,0.00231,0.12068,0.4242,0.56802
39.0,6.0,4.487,2.71,0.485,-0.47967,97.5,0.01501,0.00209,0.13909,0.4242,0.56802
39.0,7.0,4.487,2.71,0.485,-0.47967,112.5,0.0106,0.00189,0.17841,0.4242,0.56802
39.0,8.0,4.487,2.71,0.485,-0.47967,127.5,0.01012,0.00173,0.17109,0.4242,0.56802
39.0,9.0,4.487,2.71,0.485,-0.47967,142.5,0.0115,0.00174,0.15114,0.4242,0.56802
39.0,10.0,4.487,2.71,0.485,-0.47967,157.5,0.01394,0.00205,0.147,0.4242,0.56802
39.0,11.0,4.487,2.71,0.485,-0.47967,172.5,0.01379,0.00224,0.16237,0.4242,0.56802
39.0,12.0,4.487,2.71,0.485,-0.47967,187.5,0.01621,0.00248,0.15327,0.4242,0.56802
39.0,13.0,4.487,2.71,0.485,-0.47967,202.5,0.01269,0.00215,0.16957,0.4242,0.56802
39.0,14.0,4.487,2.71,0.485,-0.47967,217.5,0.0113,0.00199,0.17622,0.4242,0.56802
39.0,15.0,4.487,2.71,0.485,-0.47967,232.5,0.01357,0.00199,0.14642,0.4242,0.56802
39.0,16.0,4.487,2.71,0.485,-0.47967,247.5,0.01555,0.00216,0.13909,0.4242,0.56802
39.0,17.0,4.487,2.71,0.485,-0.47967,262.5,0.01672,0.00216,0.12923,0.4242,0.56802
39.0,18.0,4.487,2.71,0.485,-0.47967,277.5,0.01827,0.00227,0.12416,0.4242,0.56802
39.0,19.0,4.487,2.71,0.485,-0.47967,292.5,0.01841,0.00266,0.14439,0.4242,0.56802
39.0,20.0,4.487,2.71,0.485,-0.47967,307.5,0.01835,0.00318,0.17325,0.4242,0.56802
39.0,21.0,4.487,2.71,0.485,-0.47967,322.5,0.02408,0.00508,0.21102,0.4242,0.56802
39.0,22.0,4.487,2.71,0.485,-0.47967,337.5,0.02057,0.01002,0.48719,0.4242,0.56802
39.0,23.0,4.487,2.71,0.485,-0.47967,352.5,0.05082,0.02011,0.39575,0.4242,0.56802
40.0,0.0,4.487,2.72,0.485,-0.53988,7.5,0.2031,0.14327,0.70542,0.39266,0.51062
40.0,1.0,4.487,2.72,0.485,-0.53988,22.5,0.03541,0.03013,0.8509,0.39266,0.51062
40.0,2.0,4.487,2.72,0.485,-0.53988,37.5,0.02175,0.00714,0.32838,0.39266,0.51062
40.0,3.0,4.487,2.72,0.485,-0.53988,52.5,0.01315,0.00273,0.20751,0.39266,0.51062
40.0,4.0,4.487,2.72,0.485,-0.53988,67.5,0.01207,0.00203,0.1684,0.39266,0.51062
40.0,5.0,4.487,2.72,0.485,-0.53988,82.5,0.01359,0.00178,0.13098,0.39266,0.51062
40.0,6.0,4.487,2.72,0.485,-0.53988,97.5,0.01408,0.00177,0.12588,0.39266,0.51062
40.0,7.0,4.487,2.72,0.485,-0.53988,112.5,0.01368,0.0015,0.1095,0.39266,0.51062
40.0,8.0,4.487,2.72,0.485,-0.53988,127.5,0.00757,0.00123,0.16201,0.39266,0.51062
40.0,9.0,4.487,2.72,0.485,-0.53988,142.5,0.0099,0.00143,0.14458,0.39266,0.51062
40.0,10.0,4.487,2.72,0.485,-0.53988,157.5,0.01279,0.00167,0.13049,0.39266,0.51062
40.0,11.0,4.487,2.72,0.485,-0.53988,172.5,0.01844,0.00227,0.12329,0.39266,0.51062
40.0,12.0,4.487,2.72,0.485,-0.53988,187.5,0.02063,0.00231,0.11189,0.39266,0.51062
40.0,13.0,4.487,2.72,0.485,-0.53988,202.5,0.01447,0.0019,0.13099,0.39266,0.51062
40.0,14.0,4.487,2.72,0.485,-0.53988,217.5,0.01027,0.00156,0.15203,0.39266,0.51062
40.0,15.0,4.487,2.72,0.485,-0.53988,232.5,0.0134,0.0017,0.12677,0.39266,0.51062
40.0,16.0,4.487,2.72,0.485,-0.53988,247.5,0.01227,0.00155,0.12596,0.39266,0.51062
40.0,17.0,4.487,2.72,0.485,-0.53988,262.5,0.01045,0.00157,0.15033,0.39266,0.51062
40.0,18.0,4.487,2.72,0.485,-0.53988,277.5,0.01724,0.00178,0.10323,0.39266,0.51062
40.0,19.0,4.487,2.72,0.485,-0.53988,292.5,0.01914,0.00223,0.11659,0.39266,0.51062
40.0,20.0,4.487,2.72,0.485,-0.53988,307.5,0.01661,0.00346,0.20846,0.39266,0.51062
40.0,21.0,4.487,2.72,0.485,-0.53988,322.5,0.00806,0.00738,0.91515,0.39266,0.51062
40.0,22.0,4.487,2.72,0.485,-0.53988,337.5,-0.02318,0.0,0.0,0.39266,0.51062
40.0,23.0,4.487,2.72,0.485,-0.53988,352.5,-0.09057,0.0,0.0,0.39266,0.51062
41.0,0.0,8.851,4.5,0.497,-0.40977,7.5,0.00338,0.00024,0.07196,0.46638,0.64753
41.0,1.0,8.851,4.5,0.497,-0.40977,22.5,0.00357,0.00025,0.07114,0.46638,0.64753
41.0,2.0,8.851,4.5,0.497,-0.40977,37.5,0.00328,0.00023,0.07077,0.46638,0.64753
41.0,3.0,8.851,4.5,0.497,-0.40977,52.5,0.00343,0.00024,0.07001,0.46638,0.64753
41.0,4.0,8.851,4.5,0.497,-0.40977,67.5,0.00326,0.00022,0.06889,0.46638,0.64753
41.0,5.0,8.851,4.5,0.497,-0.40977,82.5,0.00346,0.00023,0.06565,0.46638,0.64753
41.0,6.0,8.851,4.5,0.497,-0.40977,97.5,0.00302,0.00022,0.07295,0.46638,0.64753
41.0,7.0,8.851,4.5,0.497,-0.40977,112.5,0.00302,0.00021,0.07021,0.46638,0.64753
41.0,8.0,8.851,4.5,0.497,-0.40977,127.5,0.00307,0.00022,0.07238,0.46638,0.64753
41.0,9.0,8.851,4.5,0.497,-0.40977,142.5,0.00291,0.00021,0.07214,0.46638,0.64753
41.0,10.0,8.851,4.5,0.497,-0.40977,157.5,0.00279,0.00021,0.07441,0.46638,0.64753
41.0,11.0,8.851,4.5,0.497,-0.40977,172.5,0.00262,0.0002,0.07528,0.46638,0.64753
41.0,12.0,8.851,4.5,0.497,-0.40977,187.5,0.00292,0.00021,0.07184,0.46638,0.64753
41.0,13.0,8.851,4.5,0.497,-0.40977,202.5,0.00314,0.00022,0.07039,0.46638,0.64753
41.0,14.0,8.851,4.5,0.497,-0.40977,217.5,0.00259,0.00021,0.07939,0.46638,0.64753
41.0,15.0,8.851,4.5,0.497,-0.40977,232.5,0.00253,0.0002,0.07809,0.46638,0.64753
41.0,16.0,8.851,4.5,0.497,-0.40977,247.5,0.003,0.00022,0.07349,0.46638,0.64753
41.0,17.0,8.851,4.5,0.497,-0.40977,262.5,0.00341,0.00023,0.06849,0.46638,0.64753
41.0,18.0,8.851,4.5,0.497,-0.40977,277.5,0.00327,0.00022,0.06835,0.46638,0.64753
41.0,19.0,8.851,4.5,0.497,-0.40977,292.5,0.0037,0.00024,0.06427,0.46638,0.64753
41.0,20.0,8.851,4.5,0.497,-0.40977,307.5,0.00296,0.00021,0.07143,0.46638,0.64753
41.0,21.0,8.851,4.5,0.497,-0.40977,322.5,0.00329,0.00023,0.06887,0.46638,0.64753
41.0,22.0,8.851,4.5,0.497,-0.40977,337.5,0.00335,0.00024,0.07251,0.46638,0.64753
41.0,23.0,8.851,4.5,0.497,-0.40977,352.5,0.00354,0.00025,0.07177,0.46638,0.64753
42.0,0.0,8.851,4.53,0.501,-0.47956,7.5,0.00237,0.0003,0.12663,0.42426,0.56813
42.0,1.0,8.851,4.53,0.501,-0.47956,22.5,0.00261,0.00028,0.1079,0.42426,0.56813
42.0,2.0,8.851,4.53,0.501,-0.47956,37.5,0.00307,0.00027,0.08679,0.42426,0.56813
42.0,3.0,8.851,4.53,0.501,-0.47956,52.5,0.0027,0.00023,0.08396,0.42426,0.56813
42.0,4.0,8.851,4.53,0.501,-0.47956,67.5,0.00239,0.0002,0.08206,0.42426,0.56813
42.0,5.0,8.851,4.53,0.501,-0.47956,82.5,0.0023,0.00018,0.07989,0.42426,0.56813
42.0,6.0,8.851,4.53,0.501,-0.47956,97.5,0.00224,0.00018,0.08246,0.42426,0.56813
42.0,7.0,8.851,4.53,0.501,-0.47956,112.5,0.0023,0.00018,0.08016,0.42426,0.56813
42.0,8.0,8.851,4.53,0.501,-0.47956,127.5,0.00194,0.00017,0.08816,0.42426,0.56813
42.0,9.0,8.851,4.53,0.501,-0.47956,142.5,0.00215,0.00017,0.0804,0.42426,0.56813
42.0,10.0,8.851,4.53,0.501,-0.47956,157.5,0.00194,0.00017,0.09019,0.42426,0.56813
42.0,11.0,8.851,4.53,0.501,-0.47956,172.5,0.0019,0.00017,0.0896,0.42426,0.56813
42.0,12.0,8.851,4.53,0.501,-0.47956,187.5,0.00208,0.0002,0.09762,0.42426,0.56813
42.0,13.0,8.851,4.53,0.501,-0.47956,202.5,0.0025,0.00021,0.08516,0.42426,0.56813
42.0,14.0,8.851,4.53,0.501,-0.47956,217.5,0.00229,0.00021,0.09214,0.42426,0.56813
42.0,15.0,8.851,4.53,0.501,-0.47956,232.5,0.00248,0.00019,0.07843,0.42426,0.56813
42.0,16.0,8.851,4.53,0.501,-0.47956,247.5,0.00233,0.0002,0.08457,0.42426,0.56813
42.0,17.0,8.851,4.53,0.501,-0.47956,262.5,0.00284,0.00022,0.07583,0.42426,0.56813
42.0,18.0,8.851,4.53,0.501,-0.47956,277.5,0.00292,0.00022,0.07512,0.42426,0.56813
42.0,19.0,8.851,4.53,0.501,-0.47956,292.5,0.00303,0.00022,0.07312,0.42426,0.56813
42.0,20.0,8.851,4.53,0.501,-0.47956,307.5,0.0025,0.00022,0.08611,0.42426,0.56813
42.0,21.0,8.851,4.53,0.501,-0.47956,322.5,0.00297,0.00026,0.08659,0.42426,0.56813
42.0,22.0,8.851,4.53,0.501,-0.47956,337.5,0.00292,0.00029,0.10058,0.42426,0.56813
42.0,23.0,8.851,4.53,0.501,-0.47956,352.5,0.00274,0.00032,0.11606,0.42426,0.56813
43.0,0.0,8.851,4.56,0.504,-0.54751,7.5,0.00224,0.00044,0.19557,0.38893,0.50397
43.0,1.0,8.851,4.56,0.504,-0.54751,22.5,0.00287,0.00042,0.14626,0.38893,0.50397
43.0,2.0,8.851,4.56,0.504,-0.54751,37.5,0.00188,0.00029,0.15341,0.38893,0.50397
43.0,3.0,8.851,4.56,0.504,-0.54751,52.5,0.00178,0.00022,0.12372,0.38893,0.50397
43.0,4.0,8.851,4.56,0.504,-0.54751,67.5,0.00184,0.00019,0.10226,0.38893,0.50397
43.0,5.0,8.851,4.56,0.504,-0.54751,82.5,0.002,0.00018,0.09021,0.38893,0.50397
43.0,6.0,8.851,4.56,0.504,-0.54751,97.5,0.00167,0.00017,0.10227,0.38893,0.50397
43.0,7.0,8.851,4.56,0.504,-0.54751,112.5,0.00187,0.00018,0.09527,0.38893,0.50397
43.0,8.0,8.851,4.56,0.504,-0.54751,127.5,0.00177,0.00017,0.09684,0.38893,0.50397
43.0,9.0,8.851,4.56,0.504,-0.54751,142.5,0.0016,0.00016,0.09876,0.38893,0.50397
43.0,10.0,8.851,4.56,0.504,-0.54751,157.5,0.00187,0.00017,0.09062,0.38893,0.50397
43.0,11.0,8.851,4.56,0.504,-0.54751,172.5,0.00185,0.00018,0.09686,0.38893,0.50397
43.0,12.0,8.851,4.56,0.504,-0.54751,187.5,0.00214,0.00019,0.09003,0.38893,0.50397
43.0,13.0,8.851,4.56,0.504,-0.54751,202.5,0.00198,0.0002,0.10049,0.38893,0.50397
43.0,14.0,8.851,4.56,0.504,-0.54751,217.5,0.00196,0.0002,0.10246,0.38893,0.50397
43.0,15.0,8.851,4.56,0.504,-0.54751,232.5,0.00197,0.0002,0.09942,0.38893,0.50397
43.0,16.0,8.851,4.56,0.504,-0.54751,247.5,0.00205,0.00019,0.09363,0.38893,0.50397
43.0,17.0,8.851,4.56,0.504,-0.54751,262.5,0.00213,0.00019,0.09036,0.38893,0.50397
43.0,18.0,8.851,4.56,0.504,-0.54751,277.5,0.00228,0.00019,0.08467,0.38893,0.50397
43.0,19.0,8.851,4.56,0.504,-0.54751,292.5,0.00242,0.0002,0.08395,0.38893,0.50397
43.0,20.0,8.851,4.56,0.504,-0.54751,307.5,0.00244,0.00025,0.10063,0.38893,0.50397
43.0,21.0,8.851,4.56,0.504,-0.54751,322.5,0.00232,0.0003,0.1285,0.38893,0.50397
43.0,22.0,8.851,4.56,0.504,-0.54751,337.5,0.00219,0.00038,0.17158,0.38893,0.50397
43.0,23.0,8.851,4.56,0.504,-0.54751,352.5,0.00234,0.00045,0.19068,0.38893,0.50397
44.0,0.0,8.851,4.57,0.506,-0.61382,7.5,0.00179,0.00059,0.3319,0.35883,0.4512
44.0,1.0,8.851,4.57,0.506,-0.61382,22.5,0.00256,0.00054,0.20926,0.35883,0.4512
44.0,2.0,8.851,4.57,0.506,-0.61382,37.5,0.00221,0.00036,0.16346,0.35883,0.4512
44.0,3.0,8.851,4.57,0.506,-0.61382,52.5,0.00215,0.00028,0.12931,0.35883,0.4512
44.0,4.0,8.851,4.57,0.506,-0.61382,67.5,0.00152,0.0002,0.12954,0.35883,0.4512
44.0,5.0,8.851,4.57,0.506,-0.61382,82.5,0.0014,0.00018,0.12588,0.35883,0.4512
44.0,6.0,8.851,4.57,0.506,-0.61382,97.5,0.00127,0.00017,0.1309,0.35883,0.4512
44.0,7.0,8.851,4.57,0.506,-0.61382,112.5,0.00165,0.00017,0.10185,0.35883,0.4512
44.0,8.0,8.851,4.57,0.506,-0.61382,127.5,0.00128,0.00016,0.12551,0.35883,0.4512
44.0,9.0,8.851,4.57,0.506,-0.61382,142.5,0.00186,0.00018,0.09759,0.35883,0.4512
44.0,10.0,8.851,4.57,0.506,-0.61382,157.5,0.00161,0.00017,0.10368,0.35883,0.4512
44.0,11.0,8.851,4.57,0.506,-0.61382,172.5,0.00181,0.00018,0.09946,0.35883,0.4512
44.0,12.0,8.851,4.57,0.506,-0.61382,187.5,0.00223,0.0002,0.09058,0.35883,0.4512
44.0,13.0,8.851,4.57,0.506,-0.61382,202.5,0.00212,0.00021,0.09758,0.35883,0.4512
44.0,14.0,8.851,4.57,0.506,-0.61382,217.5,0.00206,0.00021,0.10169,0.35883,0.4512
44.0,15.0,8.851,4.57,0.506,-0.61382,232.5,0.00208,0.0002,0.09615,0.35883,0.4512
44.0,16.0,8.851,4.57,0.506,-0.61382,247.5,0.00223,0.0002,0.09039,0.35883,0.4512
44.0,17.0,8.851,4.57,0.506,-0.61382,262.5,0.00218,0.0002,0.09274,0.35883,0.4512
44.0,18.0,8.851,4.57,0.506,-0.61382,277.5,0.00189,0.00019,0.10101,0.35883,0.4512
44.0,19.0,8.851,4.57,0.506,-0.61382,292.5,0.00191,0.00021,0.1088,0.35883,0.4512
44.0,20.0,8.851,4.57,0.506,-0.61382,307.5,0.002,0.00026,0.12942,0.35883,0.4512
44.0,21.0,8.851,4.57,0.506,-0.61382,322.5,0.00174,0.00034,0.19788,0.35883,0.4512
44.0,22.0,8.851,4.57,0.506,-0.61382,337.5,0.00183,0.00048,0.26444,0.35883,0.4512
44.0,23.0,8.851,4.57,0.506,-0.61382,352.5,0.00131,0.00059,0.45251,0.35883,0.4512
45.0,0.0,8.851,4.59,0.508,-0.70728,7.5,0.00192,0.00085,0.44125,0.32229,0.38969
45.0,1.0,8.851,4.59,0.508,-0.70728,22.5,0.00189,0.00064,0.33963,0.32229,0.38969
45.0,2.0,8.851,4.59,0.508,-0.70728,37.5,0.00075,0.00035,0.46824,0.32229,0.38969
45.0,3.0,8.851,4.59,0.508,-0.70728,52.5,0.00106,0.00022,0.20841,0.32229,0.38969
45.0,4.0,8.851,4.59,0.508,-0.70728,67.5,0.00103,0.00017,0.16258,0.32229,0.38969
45.0,5.0,8.851,4.59,0.508,-0.70728,82.5,0.00126,0.00015,0.11579,0.32229,0.38969
45.0,6.0,8.851,4.59,0.508,-0.70728,97.5,0.00125,0.00014,0.10866,0.32229,0.38969
45.0,7.0,8.851,4.59,0.508,-0.70728,112.5,0.00136,0.00012,0.08618,0.32229,0.38969
45.0,8.0,8.851,4.59,0.508,-0.70728,127.5,0.00127,0.00012,0.09219,0.32229,0.38969
45.0,9.0,8.851,4.59,0.508,-0.70728,142.5,0.00134,0.00012,0.08731,0.32229,0.38969
45.0,10.0,8.851,4.59,0.508,-0.70728,157.5,0.00167,0.00014,0.08347,0.32229,0.38969
45.0,11.0,8.851,4.59,0.508,-0.70728,172.5,0.00154,0.00014,0.09001,0.32229,0.38969
45.0,12.0,8.851,4.59,0.508,-0.70728,187.5,0.00146,0.00015,0.09994,0.32229,0.38969
45.0,13.0,8.851,4.59,0.508,-0.70728,202.5,0.00194,0.00015,0.07825,0.32229,0.38969
45.0,14.0,8.851,4.59,0.508,-0.70728,217.5,0.00186,0.00016,0.08399,0.32229,0.38969
45.0,15.0,8.851,4.59,0.508,-0.70728,232.5,0.00171,0.00014,0.08248,0.32229,0.38969
45.0,16.0,8.851,4.59,0.508,-0.70728,247.5,0.00161,0.00014,0.0864,0.32229,0.38969
45.0,17.0,8.851,4.59,0.508,-0.70728,262.5,0.00148,0.00014,0.09512,0.32229,0.38969
45.0,18.0,8.851,4.59,0.508,-0.70728,277.5,0.00178,0.00016,0.09093,0.32229,0.38969
45.0,19.0,8.851,4.59,0.508,-0.70728,292.5,0.00146,0.00018,0.12051,0.32229,0.38969
45.0,20.0,8.851,4.59,0.508,-0.70728,307.5,0.00179,0.00025,0.13748,0.32229,0.38969
45.0,21.0,8.851,4.59,0.508,-0.70728,322.5,0.00228,0.00037,0.16079,0.32229,0.38969
45.0,22.0,8.851,4.59,0.508,-0.70728,337.5,0.00209,0.0006,0.28805,0.32229,0.38969
45.0,23.0,8.851,4.59,0.508,-0.70728,352.5,0.00167,0.0007,0.4179,0.32229,0.38969
46.0,0.0,8.847,5.33,0.482,-0.38537,7.5,0.00423,0.00034,0.07919,0.48279,0.67925
46.0,1.0,8.847,5.33,0.482,-0.38537,22.5,0.00398,0.00032,0.07919,0.48279,0.67925
46.0,2.0,8.847,5.33,0.482,-0.38537,37.5,0.00366,0.00028,0.07718,0.48279,0.67925
46.0,3.0,8.847,5.33,0.482,-0.38537,52.5,0.0041,0.00031,0.07563,0.48279,0.67925
46.0,4.0,8.847,5.33,0.482,-0.38537,67.5,0.00309,0.00027,0.08811,0.48279,0.67925
46.0,5.0,8.847,5.33,0.482,-0.38537,82.5,0.00335,0.00027,0.08057,0.48279,0.67925
46.0,6.0,8.847,5.33,0.482,-0.38537,97.5,0.00288,0.00026,0.08971,0.48279,0.67925
46.0,7.0,8.847,5.33,0.482,-0.38537,112.5,0.00313,0.00026,0.08424,0.48279,0.67925
46.0,8.0,8.847,5.33,0.482,-0.38537,127.5,0.00293,0.00024,0.0809,0.48279,0.67925
46.0,9.0,8.847,5.33,0.482,-0.38537,142.5,0.00271,0.00024,0.08818,0.48279,0.67925
46.0,10.0,8.847,5.33,0.482,-0.38537,157.5,0.00268,0.00023,0.08743,0.48279,0.67925
46.0,11.0,8.847,5.33,0.482,-0.38537,172.5,0.00244,0.00023,0.09519,0.48279,0.67925
46.0,12.0,8.847,5.33,0.482,-0.38537,187.5,0.00259,0.00024,0.09246,0.48279,0.67925
46.0,13.0,8.847,5.33,0.482,-0.38537,202.5,0.00273,0.00024,0.08672,0.48279,0.67925
46.0,14.0,8.847,5.33,0.482,-0.38537,217.5,0.00263,0.00023,0.08606,0.48279,0.67925
46.0,15.0,8.847,5.33,0.482,-0.38537,232.5,0.00292,0.00025,0.08467,0.48279,0.67925
46.0,16.0,8.847,5.33,0.482,-0.38537,247.5,0.00292,0.00025,0.08574,0.48279,0.67925
46.0,17.0,8.847,5.33,0.482,-0.38537,262.5,0.00377,0.00029,0.07664,0.48279,0.67925
46.0,18.0,8.847,5.33,0.482,-0.38537,277.5,0.00362,0.00029,0.08099,0.48279,0.67925
46.0,19.0,8.847,5.33,0.482,-0.38537,292.5,0.00367,0.00028,0.07706,0.48279,0.67925
46.0,20.0,8.847,5.33,0.482,-0.38537,307.5,0.00365,0.00028,0.0773,0.48279,0.67925
46.0,21.0,8.847,5.33,0.482,-0.38537,322.5,0.00427,0.00032,0.07458,0.48279,0.67925
46.0,22.0,8.847,5.33,0.482,-0.38537,337.5,0.00419,0.00031,0.07346,0.48279,0.67925
46.0,23.0,8.847,5.33,0.482,-0.38537,352.5,0.00424,0.00032,0.07488,0.48279,0.67925
47.0,0.0,8.847,5.34,0.483,-0.44561,7.5,0.00447,0.0004,0.08935,0.44393,0.60483
47.0,1.0,8.847,5.34,0.483,-0.44561,22.5,0.00394,0.00036,0.09055,0.44393,0.60483
47.0,2.0,8.847,5.34,0.483,-0.44561,37.5,0.00354,0.00031,0.08763,0.44393,0.60483
47.0,3.0,8.847,5.34,0.483,-0.44561,52.5,0.003,0.00026,0.08549,0.44393,0.60483
47.0,4.0,8.847,5.34,0.483,-0.44561,67.5,0.00276,0.00024,0.08863,0.44393,0.60483
